1.0, 1.0, 505.0, 680.0, 544.0, 725.0, 1.0, 1.0, 1.0, 1.0
2.0, 1.0, 502.28, 683.14, 542.72, 728.5699999999999, 1.0, 1.0, 1.0, 1.0
3.0, 1.0, 500.8, 687.07, 538.99, 729.0200000000001, 1.0, 1.0, 1.0, 1.0
4.0, 1.0, 498.11, 686.65, 535.58, 730.1899999999999, 1.0, 1.0, 1.0, 1.0
5.0, 1.0, 495.56, 687.51, 532.25, 730.64, 1.0, 1.0, 1.0, 1.0
6.0, 1.0, 493.0, 687.13, 528.8, 731.17, 1.0, 1.0, 1.0, 1.0
7.0, 1.0, 491.58, 688.95, 527.0, 731.2900000000001, 1.0, 1.0, 1.0, 1.0
8.0, 1.0, 491.33, 690.73, 526.5699999999999, 731.96, 1.0, 1.0, 1.0, 1.0
9.0, 1.0, 488.8, 693.0, 524.78, 733.75, 1.0, 1.0, 1.0, 1.0
10.0, 1.0, 487.65, 700.24, 522.8, 737.25, 1.0, 1.0, 1.0, 1.0
11.0, 1.0, 486.64, 702.97, 521.8299999999999, 741.26, 1.0, 1.0, 1.0, 1.0
12.0, 1.0, 485.56, 708.52, 519.67, 744.67, 1.0, 1.0, 1.0, 1.0
13.0, 1.0, 485.73, 714.29, 520.41, 751.15, 1.0, 1.0, 1.0, 1.0
14.0, 1.0, 484.46, 721.86, 518.8, 758.71, 1.0, 1.0, 1.0, 1.0
15.0, 1.0, 483.92, 726.51, 517.4200000000001, 762.54, 1.0, 1.0, 1.0, 1.0
16.0, 1.0, 483.69, 730.98, 517.64, 767.65, 1.0, 1.0, 1.0, 1.0
17.0, 1.0, 483.55, 733.44, 517.72, 769.83, 1.0, 1.0, 1.0, 1.0
18.0, 1.0, 483.65, 736.58, 516.89, 772.51, 1.0, 1.0, 1.0, 1.0
19.0, 1.0, 483.75, 740.8, 516.25, 774.81, 1.0, 1.0, 1.0, 1.0
20.0, 1.0, 483.29, 743.9, 514.62, 777.23, 1.0, 1.0, 1.0, 1.0
21.0, 1.0, 479.49, 740.62, 514.2, 778.88, 1.0, 1.0, 1.0, 1.0
22.0, 1.0, 477.49, 742.5, 512.4, 780.14, 1.0, 1.0, 1.0, 1.0
23.0, 1.0, 477.03, 751.14, 509.5, 783.4, 1.0, 1.0, 1.0, 1.0
24.0, 1.0, 474.28, 752.38, 509.22999999999996, 786.85, 1.0, 1.0, 1.0, 1.0
25.0, 1.0, 471.93, 758.24, 506.63, 791.57, 1.0, 1.0, 1.0, 1.0
26.0, 1.0, 469.32, 761.11, 503.53999999999996, 795.0600000000001, 1.0, 1.0, 1.0, 1.0
27.0, 1.0, 467.15, 767.38, 501.05999999999995, 799.95, 1.0, 1.0, 1.0, 1.0
28.0, 1.0, 463.77, 769.74, 499.46999999999997, 804.25, 1.0, 1.0, 1.0, 1.0
29.0, 1.0, 460.31, 776.01, 495.26, 809.3199999999999, 1.0, 1.0, 1.0, 1.0
30.0, 1.0, 455.34, 778.41, 488.47999999999996, 812.5999999999999, 1.0, 1.0, 1.0, 1.0
31.0, 1.0, 451.9, 779.45, 485.41999999999996, 813.11, 1.0, 1.0, 1.0, 1.0
32.0, 1.0, 448.81, 775.04, 484.08, 812.79, 1.0, 1.0, 1.0, 1.0
33.0, 1.0, 445.34, 775.35, 482.34999999999997, 814.5, 1.0, 1.0, 1.0, 1.0
34.0, 1.0, 444.08, 774.35, 481.46999999999997, 814.44, 1.0, 1.0, 1.0, 1.0
35.0, 1.0, 442.65, 778.97, 479.05999999999995, 815.27, 1.0, 1.0, 1.0, 1.0
36.0, 1.0, 441.22, 781.8, 477.39000000000004, 817.9699999999999, 1.0, 1.0, 1.0, 1.0
37.0, 1.0, 439.88, 784.55, 475.95, 820.27, 1.0, 1.0, 1.0, 1.0
1.0, 2.0, 766.0, 541.0, 808.0, 585.0, 1.0, 1.0, 1.0, 1.0
2.0, 2.0, 763.45, 544.18, 807.4200000000001, 584.41, 1.0, 1.0, 1.0, 1.0
3.0, 2.0, 762.96, 545.8, 805.7, 586.5, 1.0, 1.0, 1.0, 1.0
4.0, 2.0, 762.39, 548.23, 803.93, 587.63, 1.0, 1.0, 1.0, 1.0
5.0, 2.0, 761.56, 550.36, 802.9799999999999, 589.9300000000001, 1.0, 1.0, 1.0, 1.0
6.0, 2.0, 759.87, 553.76, 801.24, 593.46, 1.0, 1.0, 1.0, 1.0
7.0, 2.0, 758.48, 557.02, 800.29, 596.96, 1.0, 1.0, 1.0, 1.0
8.0, 2.0, 757.53, 560.03, 798.9599999999999, 599.4599999999999, 1.0, 1.0, 1.0, 1.0
9.0, 2.0, 755.69, 562.35, 797.24, 601.77, 1.0, 1.0, 1.0, 1.0
10.0, 2.0, 753.89, 563.46, 795.61, 603.0300000000001, 1.0, 1.0, 1.0, 1.0
11.0, 2.0, 753.04, 565.11, 794.17, 604.04, 1.0, 1.0, 1.0, 1.0
12.0, 2.0, 751.02, 565.35, 793.16, 604.75, 1.0, 1.0, 1.0, 1.0
13.0, 2.0, 750.93, 567.03, 792.03, 605.68, 1.0, 1.0, 1.0, 1.0
14.0, 2.0, 749.01, 568.95, 791.47, 607.2900000000001, 1.0, 1.0, 1.0, 1.0
15.0, 2.0, 748.32, 570.72, 790.96, 610.44, 1.0, 1.0, 1.0, 1.0
16.0, 2.0, 748.42, 572.9, 790.24, 612.61, 1.0, 1.0, 1.0, 1.0
17.0, 2.0, 748.22, 574.85, 789.83, 614.53, 1.0, 1.0, 1.0, 1.0
18.0, 2.0, 748.36, 577.01, 790.0, 617.45, 1.0, 1.0, 1.0, 1.0
19.0, 2.0, 748.48, 580.32, 790.1800000000001, 620.51, 1.0, 1.0, 1.0, 1.0
20.0, 2.0, 748.5, 584.1, 790.88, 624.73, 1.0, 1.0, 1.0, 1.0
21.0, 2.0, 748.4, 587.86, 790.3299999999999, 628.33, 1.0, 1.0, 1.0, 1.0
22.0, 2.0, 748.38, 590.84, 789.76, 631.38, 1.0, 1.0, 1.0, 1.0
23.0, 2.0, 748.78, 593.32, 789.55, 633.8000000000001, 1.0, 1.0, 1.0, 1.0
24.0, 2.0, 750.68, 595.15, 789.5, 636.15, 1.0, 1.0, 1.0, 1.0
25.0, 2.0, 752.59, 595.2, 789.22, 636.96, 1.0, 1.0, 1.0, 1.0
26.0, 2.0, 753.11, 595.91, 788.32, 637.41, 1.0, 1.0, 1.0, 1.0
27.0, 2.0, 753.95, 596.27, 788.0500000000001, 637.8299999999999, 1.0, 1.0, 1.0, 1.0
28.0, 2.0, 753.68, 598.18, 787.0699999999999, 639.6999999999999, 1.0, 1.0, 1.0, 1.0
29.0, 2.0, 752.55, 599.02, 786.5, 641.62, 1.0, 1.0, 1.0, 1.0
30.0, 2.0, 750.74, 600.94, 784.87, 643.48, 1.0, 1.0, 1.0, 1.0
31.0, 2.0, 749.5, 602.66, 783.8, 646.01, 1.0, 1.0, 1.0, 1.0
32.0, 2.0, 748.5, 604.37, 782.63, 648.26, 1.0, 1.0, 1.0, 1.0
33.0, 2.0, 747.22, 607.58, 780.98, 651.08, 1.0, 1.0, 1.0, 1.0
